decision_id,trainset_id,decision_date,decision,reason_summary,actual_outcome,remarks
D192025-10-06,19,06-10-2025,standby,Reserve Rake,delayed,Issue Noted
D202025-10-06,20,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D212025-10-06,21,06-10-2025,standby,Operational Buffer,success,Issue Noted
D222025-10-06,22,06-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D232025-10-06,23,06-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D242025-10-06,24,06-10-2025,maintenance,Scheduled Cleaning,success,OK
D252025-10-06,25,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D262025-10-06,26,06-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D272025-10-06,27,06-10-2025,inducted,Branding Commitment,delayed,OK
D282025-10-06,28,06-10-2025,inducted,Mileage Balanced,success,Issue Noted
D292025-10-06,29,06-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D302025-10-06,30,06-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D312025-10-06,31,06-10-2025,inducted,Mileage Balanced,success,OK
D322025-10-06,32,06-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D332025-10-06,33,06-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D342025-10-06,34,06-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D352025-10-06,35,06-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D362025-10-06,36,06-10-2025,inducted,Service Ready,delayed,Issue Noted
D372025-10-06,37,06-10-2025,inducted,Service Ready,success,Override Applied
D382025-10-06,38,06-10-2025,inducted,Mileage Balanced,success,Override Applied
D392025-10-06,39,06-10-2025,inducted,Service Ready,success,Issue Noted
D402025-10-06,40,06-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D412025-10-06,41,06-10-2025,inducted,Mileage Balanced,delayed,OK
D422025-10-06,42,06-10-2025,maintenance,Fitness Certificate Expired,success,OK
D432025-10-06,43,06-10-2025,standby,Reserve Rake,success,OK
D442025-10-06,44,06-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D452025-10-06,45,06-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D462025-10-06,46,06-10-2025,inducted,Mileage Balanced,delayed,OK
D472025-10-06,47,06-10-2025,standby,Reserve Rake,withdrawn,OK
D482025-10-06,48,06-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D492025-10-06,49,06-10-2025,inducted,Branding Commitment,success,Issue Noted
D502025-10-06,50,06-10-2025,maintenance,Scheduled Cleaning,success,OK
D512025-10-06,51,06-10-2025,standby,Reserve Rake,success,OK
D522025-10-06,52,06-10-2025,inducted,Branding Commitment,success,Override Applied
D532025-10-06,53,06-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D542025-10-06,54,06-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D552025-10-06,55,06-10-2025,inducted,Service Ready,delayed,Override Applied
D562025-10-06,56,06-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D572025-10-06,57,06-10-2025,inducted,Branding Commitment,delayed,OK
D582025-10-06,58,06-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D592025-10-06,59,06-10-2025,standby,Operational Buffer,delayed,Override Applied
D602025-10-06,60,06-10-2025,standby,Operational Buffer,delayed,OK
D612025-10-06,61,06-10-2025,inducted,Service Ready,delayed,OK
D622025-10-06,62,06-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D632025-10-06,63,06-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D642025-10-06,64,06-10-2025,standby,Reserve Rake,delayed,Override Applied
D652025-10-06,65,06-10-2025,inducted,Branding Commitment,delayed,OK
D662025-10-06,66,06-10-2025,maintenance,Pending Job Card,withdrawn,OK
D672025-10-06,67,06-10-2025,inducted,Branding Commitment,delayed,Override Applied
D682025-10-06,68,06-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D692025-10-06,69,06-10-2025,inducted,Service Ready,withdrawn,Override Applied
D702025-10-06,70,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D712025-10-06,71,06-10-2025,inducted,Mileage Balanced,success,Override Applied
D722025-10-06,72,06-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D732025-10-06,73,06-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D742025-10-06,74,06-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D752025-10-06,75,06-10-2025,inducted,Mileage Balanced,success,Override Applied
D762025-10-06,76,06-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D772025-10-06,77,06-10-2025,standby,Operational Buffer,withdrawn,OK
D782025-10-06,78,06-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D792025-10-06,79,06-10-2025,inducted,Mileage Balanced,success,Override Applied
D802025-10-06,80,06-10-2025,inducted,Service Ready,withdrawn,OK
D812025-10-06,81,06-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D822025-10-06,82,06-10-2025,standby,Operational Buffer,delayed,Override Applied
D832025-10-06,83,06-10-2025,standby,Reserve Rake,success,OK
D842025-10-06,84,06-10-2025,inducted,Service Ready,withdrawn,Override Applied
D852025-10-06,85,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D862025-10-06,86,06-10-2025,inducted,Branding Commitment,delayed,Override Applied
D872025-10-06,87,06-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D882025-10-06,88,06-10-2025,inducted,Service Ready,withdrawn,Override Applied
D892025-10-06,89,06-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D902025-10-06,90,06-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D912025-10-06,91,06-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D922025-10-06,92,06-10-2025,inducted,Service Ready,withdrawn,OK
D932025-10-06,93,06-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D942025-10-06,94,06-10-2025,inducted,Mileage Balanced,success,Issue Noted
D952025-10-06,95,06-10-2025,standby,Operational Buffer,success,Issue Noted
D962025-10-06,96,06-10-2025,inducted,Service Ready,delayed,Issue Noted
D972025-10-06,97,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D982025-10-06,98,06-10-2025,inducted,Mileage Balanced,success,OK
D992025-10-06,99,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D1002025-10-06,100,06-10-2025,inducted,Mileage Balanced,success,OK
D12025-10-07,1,07-10-2025,inducted,Service Ready,success,OK
D22025-10-07,2,07-10-2025,inducted,Service Ready,success,Override Applied
D32025-10-07,3,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D42025-10-07,4,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D52025-10-07,5,07-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D62025-10-07,6,07-10-2025,inducted,Service Ready,delayed,Override Applied
D72025-10-07,7,07-10-2025,inducted,Branding Commitment,success,OK
D82025-10-07,8,07-10-2025,inducted,Branding Commitment,success,OK
D92025-10-07,9,07-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D102025-10-07,10,07-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D112025-10-07,11,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D122025-10-07,12,07-10-2025,inducted,Service Ready,delayed,OK
D132025-10-07,13,07-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D142025-10-07,14,07-10-2025,inducted,Mileage Balanced,delayed,OK
D152025-10-07,15,07-10-2025,standby,Reserve Rake,delayed,OK
D162025-10-07,16,07-10-2025,inducted,Mileage Balanced,success,Issue Noted
D172025-10-07,17,07-10-2025,inducted,Branding Commitment,success,OK
D182025-10-07,18,07-10-2025,inducted,Branding Commitment,success,Override Applied
D192025-10-07,19,07-10-2025,inducted,Service Ready,withdrawn,Override Applied
D202025-10-07,20,07-10-2025,inducted,Service Ready,success,OK
D212025-10-07,21,07-10-2025,standby,Reserve Rake,success,Override Applied
D222025-10-07,22,07-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D232025-10-07,23,07-10-2025,inducted,Service Ready,delayed,Override Applied
D242025-10-07,24,07-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D252025-10-07,25,07-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D262025-10-07,26,07-10-2025,inducted,Mileage Balanced,withdrawn,OK
D272025-10-07,27,07-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D282025-10-07,28,07-10-2025,inducted,Branding Commitment,success,Issue Noted
D292025-10-07,29,07-10-2025,inducted,Service Ready,delayed,OK
D302025-10-07,30,07-10-2025,inducted,Service Ready,withdrawn,OK
D312025-10-07,31,07-10-2025,standby,Reserve Rake,delayed,OK
D322025-10-07,32,07-10-2025,inducted,Service Ready,delayed,Issue Noted
D332025-10-07,33,07-10-2025,standby,Reserve Rake,success,Issue Noted
D342025-10-07,34,07-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D352025-10-07,35,07-10-2025,standby,Reserve Rake,success,Override Applied
D362025-10-07,36,07-10-2025,inducted,Service Ready,delayed,Override Applied
D372025-10-07,37,07-10-2025,inducted,Mileage Balanced,success,Override Applied
D382025-10-07,38,07-10-2025,standby,Reserve Rake,success,OK
D392025-10-07,39,07-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D402025-10-07,40,07-10-2025,inducted,Mileage Balanced,delayed,OK
D412025-10-07,41,07-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D422025-10-07,42,07-10-2025,inducted,Service Ready,success,OK
D432025-10-07,43,07-10-2025,inducted,Mileage Balanced,withdrawn,OK
D442025-10-07,44,07-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D452025-10-07,45,07-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D462025-10-07,46,07-10-2025,inducted,Branding Commitment,success,Override Applied
D472025-10-07,47,07-10-2025,standby,Reserve Rake,delayed,Override Applied
D482025-10-07,48,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D492025-10-07,49,07-10-2025,inducted,Branding Commitment,withdrawn,OK
D502025-10-07,50,07-10-2025,inducted,Branding Commitment,delayed,OK
D512025-10-07,51,07-10-2025,inducted,Branding Commitment,success,OK
D522025-10-07,52,07-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D532025-10-07,53,07-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D542025-10-07,54,07-10-2025,inducted,Service Ready,delayed,Issue Noted
D552025-10-07,55,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D562025-10-07,56,07-10-2025,maintenance,Scheduled Cleaning,success,OK
D572025-10-07,57,07-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D582025-10-07,58,07-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D592025-10-07,59,07-10-2025,standby,Reserve Rake,success,Override Applied
D602025-10-07,60,07-10-2025,inducted,Branding Commitment,success,Override Applied
D612025-10-07,61,07-10-2025,maintenance,Pending Job Card,delayed,OK
D622025-10-07,62,07-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D632025-10-07,63,07-10-2025,inducted,Branding Commitment,withdrawn,OK
D642025-10-07,64,07-10-2025,inducted,Service Ready,delayed,Issue Noted
D652025-10-07,65,07-10-2025,inducted,Service Ready,delayed,Override Applied
D662025-10-07,66,07-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D672025-10-07,67,07-10-2025,standby,Reserve Rake,success,OK
D682025-10-07,68,07-10-2025,inducted,Mileage Balanced,delayed,OK
D692025-10-07,69,07-10-2025,standby,Reserve Rake,withdrawn,OK
D702025-10-07,70,07-10-2025,inducted,Service Ready,success,OK
D712025-10-07,71,07-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D722025-10-07,72,07-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D732025-10-07,73,07-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D742025-10-07,74,07-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D752025-10-07,75,07-10-2025,inducted,Mileage Balanced,success,Override Applied
D762025-10-07,76,07-10-2025,inducted,Service Ready,success,OK
D772025-10-07,77,07-10-2025,inducted,Mileage Balanced,success,OK
D782025-10-07,78,07-10-2025,inducted,Service Ready,success,OK
D792025-10-07,79,07-10-2025,standby,Operational Buffer,delayed,Issue Noted
D802025-10-07,80,07-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D812025-10-07,81,07-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D822025-10-07,82,07-10-2025,inducted,Service Ready,success,OK
D832025-10-07,83,07-10-2025,inducted,Service Ready,withdrawn,Override Applied
D842025-10-07,84,07-10-2025,maintenance,Pending Job Card,withdrawn,OK
D852025-10-07,85,07-10-2025,maintenance,Pending Job Card,delayed,OK
D862025-10-07,86,07-10-2025,inducted,Branding Commitment,withdrawn,OK
D872025-10-07,87,07-10-2025,inducted,Mileage Balanced,success,Override Applied
D882025-10-07,88,07-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D892025-10-07,89,07-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D902025-10-07,90,07-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D912025-10-07,91,07-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D922025-10-07,92,07-10-2025,inducted,Branding Commitment,success,OK
D932025-10-07,93,07-10-2025,standby,Reserve Rake,success,OK
D942025-10-07,94,07-10-2025,inducted,Service Ready,success,Override Applied
D952025-10-07,95,07-10-2025,inducted,Branding Commitment,success,OK
D962025-10-07,96,07-10-2025,inducted,Branding Commitment,delayed,Override Applied
D972025-10-07,97,07-10-2025,inducted,Service Ready,withdrawn,OK
D982025-10-07,98,07-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D992025-10-07,99,07-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D1002025-10-07,100,07-10-2025,inducted,Service Ready,success,Override Applied
D12025-10-08,1,08-10-2025,inducted,Branding Commitment,success,Override Applied
D22025-10-08,2,08-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D32025-10-08,3,08-10-2025,standby,Operational Buffer,withdrawn,OK
D42025-10-08,4,08-10-2025,standby,Reserve Rake,withdrawn,OK
D52025-10-08,5,08-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D62025-10-08,6,08-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D72025-10-08,7,08-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D82025-10-08,8,08-10-2025,inducted,Branding Commitment,withdrawn,OK
D92025-10-08,9,08-10-2025,inducted,Mileage Balanced,success,Issue Noted
D102025-10-08,10,08-10-2025,standby,Reserve Rake,delayed,Issue Noted
D112025-10-08,11,08-10-2025,standby,Operational Buffer,success,OK
D122025-10-08,12,08-10-2025,inducted,Branding Commitment,delayed,Override Applied
D132025-10-08,13,08-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D142025-10-08,14,08-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D152025-10-08,15,08-10-2025,inducted,Branding Commitment,success,OK
D162025-10-08,16,08-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D172025-10-08,17,08-10-2025,inducted,Mileage Balanced,withdrawn,OK
D182025-10-08,18,08-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D192025-10-08,19,08-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D202025-10-08,20,08-10-2025,inducted,Service Ready,delayed,Issue Noted
D212025-10-08,21,08-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D222025-10-08,22,08-10-2025,inducted,Branding Commitment,success,Issue Noted
D232025-10-08,23,08-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D242025-10-08,24,08-10-2025,inducted,Service Ready,delayed,Override Applied
D252025-10-08,25,08-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D262025-10-08,26,08-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D272025-10-08,27,08-10-2025,inducted,Branding Commitment,delayed,Override Applied
D282025-10-08,28,08-10-2025,inducted,Mileage Balanced,success,Issue Noted
D292025-10-08,29,08-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D302025-10-08,30,08-10-2025,standby,Reserve Rake,success,OK
D312025-10-08,31,08-10-2025,standby,Operational Buffer,delayed,Issue Noted
D322025-10-08,32,08-10-2025,inducted,Service Ready,success,OK
D332025-10-08,33,08-10-2025,inducted,Service Ready,delayed,OK
D342025-10-08,34,08-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D352025-10-08,35,08-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D362025-10-08,36,08-10-2025,inducted,Service Ready,success,OK
D372025-10-08,37,08-10-2025,inducted,Mileage Balanced,delayed,OK
D382025-10-08,38,08-10-2025,inducted,Mileage Balanced,success,Override Applied
D392025-10-08,39,08-10-2025,inducted,Branding Commitment,delayed,OK
D402025-10-08,40,08-10-2025,standby,Reserve Rake,delayed,Issue Noted
D412025-10-08,41,08-10-2025,standby,Operational Buffer,success,Override Applied
D422025-10-08,42,08-10-2025,standby,Reserve Rake,delayed,Issue Noted
D432025-10-08,43,08-10-2025,standby,Operational Buffer,withdrawn,OK
D442025-10-08,44,08-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D452025-10-08,45,08-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D462025-10-08,46,08-10-2025,inducted,Mileage Balanced,success,OK
D472025-10-08,47,08-10-2025,inducted,Mileage Balanced,withdrawn,OK
D482025-10-08,48,08-10-2025,inducted,Service Ready,delayed,Issue Noted
D492025-10-08,49,08-10-2025,inducted,Service Ready,withdrawn,Override Applied
D502025-10-08,50,08-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D512025-10-08,51,08-10-2025,standby,Reserve Rake,delayed,Issue Noted
D522025-10-08,52,08-10-2025,standby,Operational Buffer,success,Override Applied
D532025-10-08,53,08-10-2025,standby,Operational Buffer,delayed,OK
D542025-10-08,54,08-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D552025-10-08,55,08-10-2025,inducted,Mileage Balanced,success,OK
D562025-10-08,56,08-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D572025-10-08,57,08-10-2025,inducted,Branding Commitment,withdrawn,OK
D582025-10-08,58,08-10-2025,standby,Reserve Rake,success,Issue Noted
D592025-10-08,59,08-10-2025,maintenance,Pending Job Card,delayed,OK
D602025-10-08,60,08-10-2025,standby,Operational Buffer,withdrawn,OK
D612025-10-08,61,08-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D622025-10-08,62,08-10-2025,inducted,Branding Commitment,success,OK
